run_id,experiment_id,metrics.test_accuracy,metrics.val_accuracy,params.dataset_name,params.runtime_model_tuning,params.series_length,params.runtime_actual_seconds,params.runtime_userdefined_seconds,params.num_channels,params.runtime_best_model_training,params.num_classes,params.num_instances,params.num_epochs,params.num_models_estimated
6cf427582e034250a96a10e3c112f8c3,12,0.8531249761581421,0.9166666865348816,UWaveGestureLibrary,1563,315,1573,1380,3,10,8,120,30,10
d10da89cfae747e0b5fa5ec95c23d412,12,0.3243243098258972,0.34375,HandMovementDirection,546,400,619,1380,10,73,4,160,30,10
537215da1280458f8b4afd18ab17a327,12,0.9133333563804626,1.0,SmoothSubspace,126,15,130,1380,1,4,3,150,30,11
f4fabc8ba1dd46fa929013fcc1018319,12,0.8081080913543701,0.8536585569381714,Strawberry,710,235,804,1380,1,94,2,613,30,10
414b2f69137f4e939d3270d8a32a1898,12,0.894444465637207,0.9444444179534912,PowerCons,433,144,440,1380,1,7,2,180,30,10
6c7811904ed24e84b28d5296108bef27,12,0.4350649416446686,0.737500011920929,MiddlePhalanxOutlineAgeGroup,297,80,325,1380,1,28,3,400,30,10
e66fc522e4054566acbfe6249ab63963,12,0.921288013458252,0.9273743033409119,ALFA,133,40,169,1380,12,36,2,2792,30,10
4c516d66d37d4f049c174605280c5cb5,12,0.24081632494926453,0.26153847575187683,U-Boot,856,180,871,1380,16,15,5,975,30,10
fc5809b8a61645868dfa13ffe1b3192e,12,0.5199999809265137,0.65625,FingerMovements,124,50,171,1380,28,47,2,316,30,11
840e0af06e6242179c6429a5e38e2c12,12,0.9347826242446899,0.8928571343421936,Epilepsy,309,206,314,1380,3,5,4,137,30,10
4518fa4ff88f4099bd8cf0c44098e642,12,0.8486841917037964,0.8709677457809448,RacketSports,123,30,128,1380,6,5,4,151,30,11
933d0099b0b5435cb54c983dc6579399,12,0.8899999856948853,0.949999988079071,ECG200,207,96,217,1380,1,10,2,100,30,10
e93f23597fca4af896ce81f566bffe21,12,0.5333333611488342,0.3333333432674408,Car,520,577,525,1380,1,5,4,60,30,9
384e7c687221472ca8f270e952e0e501,12,0.2826352119445801,0.2688390910625458,LSST,202,36,319,1020,6,117,13,2452,30,11
